"HPTC__ID","HPTC__ParentID","HPTC__ShortName","HPTC__Taxonomy","HPTC__Status","HPTC__Level","HPTC__FullName","HPTC__Description","HPTC__Grouping","HPTC__Classification","HPTC__AdditionalInformation","HPTC__MedicareCode1"
"514","512","Adult Health","363LA2200X","Active","Level III Area of Specialization","Adult Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"515","512","Community Health","363LC1500X","Active","Level III Area of Specialization","Community Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"516","512","Critical Care Medicine","363LC0200X","Active","Level III Area of Specialization","Critical Care Medicine","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"517","512","Family","363LF0000X","Active","Level III Area of Specialization","Family","Definition to come…","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"518","512","Gerontology","363LG0600X","Active","Level III Area of Specialization","Gerontology","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"519","512","Neonatal","363LN0000X","Active","Level III Area of Specialization","Neonatal","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"520","512","Neonatal, Critical Care","363LN0005X","Active","Level III Area of Specialization","Neonatal, Critical Care","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"521","512","Obstetrics & Gynecology","363LX0001X","Active","Level III Area of Specialization","Obstetrics & Gynecology","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"522","512","Occupational Health","363LX0106X","Active","Level III Area of Specialization","Occupational Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"523","512","Pediatrics","363LP0200X","Active","Level III Area of Specialization","Pediatrics","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"524","512","Pediatrics, Critical Care","363LP0222X","Active","Level III Area of Specialization","Pediatrics, Critical Care","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"525","512","Perinatal","363LP1700X","Active","Level III Area of Specialization","Perinatal","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"526","512","Primary Care","363LP2300X","Active","Level III Area of Specialization","Primary Care","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"527","512","Psychiatric/Mental Health","363LP0808X","Active","Level III Area of Specialization","Psychiatric/Mental Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"528","512","School","363LS0200X","Active","Level III Area of Specialization","School","Definition to come…","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"529","512","Women's Health","363LW0102X","Active","Level III Area of Specialization","Women's Health","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
"883","852","Prosthetic/Orthotic Supplier","335E00000X","Active","Level II Classification","Prosthetic/Orthotic Supplier","An organization that provides prosthetic and orthotic care which may include, but is not limited to, patient evaluation, prosthesis or orthosis design, fabrication, fitting and modification to treat limb loss for purposes of restoring physiological function and/or cosmesis or to treat a neuromusculoskeletal disorder or acquired condition.","Suppliers","Prosthetic/Orthotic Supplier","Source:  American Board for Certification in Orthotics, Prosthetics, and Pedorthics, Inc. [7/1/2010: modified, 7/1/2013: modified]  Additional Resources:  American Board for Certification in Orthotics, Prosthetics and Pedorthics, Inc., www.abcop.org and Board of Certification/Accreditation, International, www.bocusa.org.",""
"883","852","Prosthetic/Orthotic Supplier","335E00000X","Active","Level II Classification","Prosthetic/Orthotic Supplier","An organization that provides prosthetic and orthotic care which may include, but is not limited to, patient evaluation, prosthesis or orthosis design, fabrication, fitting and modification to treat limb loss for purposes of restoring physiological function and/or cosmesis or to treat a neuromusculoskeletal disorder or acquired condition.","Suppliers","Prosthetic/Orthotic Supplier","Source:  American Board for Certification in Orthotics, Prosthetics, and Pedorthics, Inc. [7/1/2010: modified, 7/1/2013: modified]  Additional Resources:  American Board for Certification in Orthotics, Prosthetics and Pedorthics, Inc., www.abcop.org and Board of Certification/Accreditation, International, www.bocusa.org.",""
"883","852","Prosthetic/Orthotic Supplier","335E00000X","Active","Level II Classification","Prosthetic/Orthotic Supplier","An organization that provides prosthetic and orthotic care which may include, but is not limited to, patient evaluation, prosthesis or orthosis design, fabrication, fitting and modification to treat limb loss for purposes of restoring physiological function and/or cosmesis or to treat a neuromusculoskeletal disorder or acquired condition.","Suppliers","Prosthetic/Orthotic Supplier","Source:  American Board for Certification in Orthotics, Prosthetics, and Pedorthics, Inc. [7/1/2010: modified, 7/1/2013: modified]  Additional Resources:  American Board for Certification in Orthotics, Prosthetics and Pedorthics, Inc., www.abcop.org and Board of Certification/Accreditation, International, www.bocusa.org.",""
"855","852","Durable Medical Equipment & Medical Supplies","332B00000X","Active","Level II Classification","Durable Medical Equipment & Medical Supplies","A supplier of medical equipment such as respirators, wheelchairs, home dialysis systems, or monitoring systems, that are prescribed by a physician for a patient's use in the home and that are usable for an extended period of time.","Suppliers","Durable Medical Equipment & Medical Supplies","",""
